datetime_AEST,month,date,day,hour,season,CO,DBT,NO2,O3,PM10,PM2.5,SO2
2021-12-31 23:00:00,12,2021-12-31,31,23,summer,0.252817761002636,22.481,9.036977807582451,19.567034844753763,22.700661459559853,10.74317067796304,0.9325
2022-01-01 00:00:00,1,2022-01-01,1,0,summer,0.20639003355097096,20.839,7.935548036082025,16.163121413076794,20.197013669153154,9.33580559934114,0.7316546362420766
2022-01-01 01:00:00,1,2022-01-01,1,1,summer,0.24710840178667914,19.741,11.57972358081372,16.161796574616773,23.269618244638398,12.503813907141861,0.6001712510029217
2022-01-01 02:00:00,1,2022-01-01,1,2,summer,0.23832416882146762,19.506999999999998,11.11331626696267,13.948404562738883,24.6958108562148,9.86556121202668,0.6039944781938501
2022-01-01 03:00:00,1,2022-01-01,1,3,summer,0.2638691089479168,19.348,11.239815997840513,14.774041540607659,25.37519238490244,10.636116114457149,0.6772745196761547
2022-01-01 04:00:00,1,2022-01-01,1,4,summer,0.1867465128788106,18.701999999999998,8.0133789896724,17.302652915406526,21.85,7.887187038574748,0.4740720250778807
2022-01-01 05:00:00,1,2022-01-01,1,5,summer,0.18451974271134008,18.9035,7.361362855402973,18.878999999999998,22.152459212630646,7.796374797327315,0.6708473181927973
2022-01-01 06:00:00,1,2022-01-01,1,6,summer,0.13161435751106398,22.95,4.900794278264321,22.84795453424301,17.289703403853487,5.9245,0.5277499756452855
2022-01-01 07:00:00,1,2022-01-01,1,7,summer,0.10313249860860618,26.776,3.1218899416884938,29.26438077337702,17.004976341878077,5.638918078983355,0.4979847640621841
2022-01-01 08:00:00,1,2022-01-01,1,8,summer,0.124311857910953,30.8245,3.2925000000000004,31.804132885108316,20.169106057529852,6.292445100417506,0.676310981961592
2022-01-01 09:00:00,1,2022-01-01,1,9,summer,0.10093078253102442,33.178,2.698578424321624,33.00812534072796,20.328042988858634,6.239163617059493,0.7782741582076582
2022-01-01 10:00:00,1,2022-01-01,1,10,summer,0.1318896233921043,34.933,3.359248847436355,34.291052368506854,24.514728986082375,6.672,0.6168872207377258
2022-01-01 11:00:00,1,2022-01-01,1,11,summer,0.11316292422166718,36.294,2.743872233648001,34.326261881316825,20.807988780563463,6.045999999999999,0.6863736527933568
2022-01-01 12:00:00,1,2022-01-01,1,12,summer,0.132,33.556,2.266,30.84981332420756,21.670402462016256,7.803,0.5192303866638
2022-01-01 13:00:00,1,2022-01-01,1,13,summer,0.10771144456079584,27.59,2.135,30.517180698941274,22.427245657555133,6.492,0.681465367379225
2022-01-01 14:00:00,1,2022-01-01,1,14,summer,0.11768116432638243,27.354,2.251,30.262723678388966,19.58855381472273,5.185,0.683
2022-01-01 15:00:00,1,2022-01-01,1,15,summer,0.05112968742724888,28.548,2.351,30.56794354946095,19.142507216667312,3.698,0.4943652835619261
2022-01-01 16:00:00,1,2022-01-01,1,16,summer,0.11900476631215723,26.392,2.987,28.545438815016283,19.19952929807293,7.310160417663494,0.5527361515727449
2022-01-01 17:00:00,1,2022-01-01,1,17,summer,0.11220732488629626,27.008,2.399,28.359276359358432,17.988,4.4216343639560165,0.44201214596761673
2022-01-01 18:00:00,1,2022-01-01,1,18,summer,0.13274142358540875,26.048,3.396,25.468729687740904,18.21925792238561,6.104899427640831,0.5499032293131378
2022-01-01 19:00:00,1,2022-01-01,1,19,summer,0.11924032916802352,25.04,4.6440534492135725,25.917353786759975,19.069,5.548860711074838,0.5493773466733458
2022-01-01 20:00:00,1,2022-01-01,1,20,summer,0.13344749029570346,24.138,4.524,23.63023400904467,19.28401355060761,6.221,0.535
2022-01-01 21:00:00,1,2022-01-01,1,21,summer,0.17025616112875364,23.064,6.492,22.01443071399234,18.741,6.826,0.521
2022-01-01 22:00:00,1,2022-01-01,1,22,summer,0.16931899938598693,22.517,7.322,21.214925946662163,15.657,5.945,0.5008366909267963
2022-01-01 23:00:00,1,2022-01-01,1,23,summer,0.16730407865396213,21.704,7.789617931346413,18.648,18.472,7.333,0.5133049572579651
